nombre,partido,PARTIDO_PARA_FILTRO,GENERO,CARGO_PARA_FILTRO,CARGO,INSTITUCION,CCAA,SUELDOBASE_SUELDO,COMPLEMENTOS_SUELDO,PAGASEXTRA_SUELDO,OTRASDIETASEINDEMNIZACIONES_SUELDO,TRIENIOS_SUELDO,RETRIBUCIONMENSUAL,salarioAnual,OBSERVACIONES
Eudald Sentmartí Castañé,U per M,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Malla,Cataluña,9299.16,,,0,,664.23,9299.16,Dedicación Parcial
Àlex Garrido Serra,ERC - JFM - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Manlleu,Cataluña,44763.12,,,0,,3197.37,44763.12,Dedicación Exclusiva
Valentí Junyent Torras,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Manresa,Cataluña,32002.56,,,0,,2285.9,32002.56,Dedicación Parcial
Anna García Ventura,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Marganell,Cataluña,5502.78,,,0,,393.06,5502.78,Dedicación Parcial
Xavier Fonollosa Comas,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de MARTORELL,Cataluña,21700,,,0,,1550,21700,Dedicación Parcial
Marc Candela Callado,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Martorelles,Cataluña,40092.95,,,0,,2863.78,40092.95,Dedicación Exclusiva
Ramón Isern Serrabassa,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Les Masies de Roda,Cataluña,20423.34,,,0,,1458.81,20423.34,Dedicación Parcial
Sergi Vilamala Bastarras,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Les Masies de Voltregà,Cataluña,0,,,9310,,665,9310,Sin dedicación
Jaume Oliveras Maristany,ERC - AM - MES - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de El Masnou,Cataluña,54999.98,,,0,,3928.57,54999.98,Dedicación Exclusiva
Xavier Boquete Saiz,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Masquefa,Cataluña,31821.35,,,0,,2272.95,31821.35,Dedicación Parcial
Mireia Solsona Garriga,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Matadepera,Cataluña,24480.96,,,0,,1748.64,24480.96,Dedicación Parcial
David Bote Paz,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de MATARÓ,Cataluña,58655.8,,,0,,4189.7,58655.8,Dedicación Exclusiva
Servand Casas Mateo,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Mediona,Cataluña,0,,,10800,,771.43,10800,Sin dedicación
Josep Monràs Galindo,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Mollet del Vallès,Cataluña,58990,,,0,,4213.57,58990,Dedicación Exclusiva
Silvia Sánchez Castejón,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Monistrol de Calders,Cataluña,11873.96,,,0,,848.14,11873.96,Dedicación Parcial
Joan Miguel Rodríguez,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Monistrol de Montserrat,Cataluña,39859.96,,,0,,2847.14,39859.96,Dedicación Exclusiva
Laura Campos Ferrer,ICV - EUiA - E,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montcada i Reixac,Cataluña,50000,,,0,,3571.43,50000,Dedicación Exclusiva
Raquel Sala Prat,M - AM,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montclar,Cataluña,9299.16,,,0,,664.23,9299.16,Dedicación Parcial
Elisabet Ferreres Vergés,ERC - AM,ERC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montesquiu,Cataluña,30000.04,,,0,,2142.86,30000.04,Dedicación Parcial
María Teresa Marmi Figols,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montmajor,Cataluña,9392.04,,,0,,670.86,9392.04,Dedicación Parcial
Ángel Farré Carulla,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Montmaneu,Cataluña,0,,,5400,,385.71,5400,Sin dedicación
Antonio Jesús Guil Román,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Montmeló,Cataluña,43709.96,,,0,,3122.14,43709.96,Dedicación Parcial
José Antonio Montero Domínguez,ICV - EUiA - E,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Montornès del Vallès,Cataluña,43527.57,,,0,,3109.11,43527.57,Dedicación Exclusiva
Carles Corominas Arnaiz,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Montseny,Cataluña,0,,,1950,,139.29,1950,Sin dedicación
Llorenç Ferrer Alòs,SUMEM PER NAVARCLES,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Navarcles,Cataluña,0,,,11300,,807.14,11300,Sin dedicación
Francisco Guisado Santano,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Òdena,Cataluña,23760.03,,,0,,1697.15,23760.03,Dedicación Parcial
Lucas Ramírez Burdalo,ApO - CP,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Olèrdola,Cataluña,31000.06,,,0,,2214.29,31000.06,Dedicación Parcial
Josep María Tillo Bages,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Olesa de Bonesvalls,Cataluña,0,,,5125,,366.07,5125,Sin dedicación
María del Pilar Puimedon Monclús,BO - E,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Olesa de Montserrat,Cataluña,45904.46,,,0,,3278.89,45904.46,Dedicación Exclusiva
Marta Verdejo Sánchez,PSC - CP,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Olivella,Cataluña,40397.4,,,0,,2885.53,40397.4,Dedicación Exclusiva
Josep Maria Freixanet Mayans,OiSC - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Olost,Cataluña,0,,,1310,,93.57,1310,Sin dedicación
Martí Orriols Soler,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Olvan,Cataluña,0,,,955.59,,68.26,955.59,Sin dedicación
Arnau Basco Cirera,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Orís,Cataluña,22463.98,,,0,,1604.57,22463.98,Dedicación Parcial
Marc Sucarrats Sabatés,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Oristà,Cataluña,14253.31,,,0,,1018.09,14253.31,Dedicación Parcial
Jordi Rull Claus,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Òrrius,Cataluña,0,,,3270,,233.57,3270,Sin dedicación
Montserrat Mascaró Gras,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Pacs del Penedès,Cataluña,0,,,5102.55,,364.47,5102.55,Sin dedicación
Valentí Agustí Bassa,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Palafolls,Cataluña,0,,,7000,,500,7000,Sin dedicación
Teresa Padrós Casañas,PSC - CP,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Palau-solità i Plegamans,Cataluña,45462.2,,,0,,3247.3,45462.2,Dedicación Exclusiva
Ascensión Ratia Checa,EP - E,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Pallejà,Cataluña,29949.55,,,0,,2139.25,29949.55,Dedicación Exclusiva
Xavier González Alemany,LPS - E,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de La  Palma de Cervelló,Cataluña,35350,,,0,,2525,35350,Dedicación Parcial
Jordi Bou Compte,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de El Papiol,Cataluña,0,,,17456.25,,1246.88,17456.25,Sin dedicación
Francesc Juzgado Mollá,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Parets del Vallès,Cataluña,50000,,,0,,3571.43,50000,Dedicación Exclusiva
Jordi Madrid Roca,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Piera,Cataluña,41904.94,,,0,,2993.21,41904.94,Dedicación Parcial
Xavier Amor Martín,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Pineda de Mar,Cataluña,52199.98,,,0,,3728.57,52199.98,Dedicación Exclusiva
Santi Soler Vives,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de El Pla del Penedès,Cataluña,8000.02,,,0,,571.43,8000.02,Dedicación Parcial
Vicenç Linares Clota,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de La Pobla de Lillet,Cataluña,34532.94,,,0,,2466.64,34532.94,Dedicación Exclusiva
Javier Silva Pérez,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Polinyà,Cataluña,44996,,,0,,3214,44996,Dedicación Exclusiva
Cecilio Rodríguez Martín,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de El Pont de Vilomara i Rocafort,Cataluña,39999.96,,,0,,2857.14,39999.96,Dedicación Exclusiva
Lluis Tejedor Ballesteros,ICV - EUiA - E,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de EL PRAT DE LLOBREGAT,Cataluña,65650.06,,,0,,4689.29,65650.06,Dedicación Exclusiva
Isaac Peraire Soler,ERC- AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Prats de Lluçanès,Cataluña,8162.52,,,0,,583.04,8162.52,Dedicación Parcial
Josep Triadó Bergés,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Premià de Dalt,Cataluña,37499.98,,,0,,2678.57,37499.98,Dedicación Parcial
Miquel Àngel Méndez Gil,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de PREMIÀ DE MAR,Cataluña,47861.72,,,0,,3418.69,47861.72,Dedicación Parcial
Josep Maria Altarriba Roca,JxP - ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Puig-reig,Cataluña,30813.83,,,0,,2200.99,30813.83,Dedicación Parcial
Joan Costa Plans,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Rajadell,Cataluña,0,,,14716.8,,1051.2,14716.8,Sin dedicación
Marta Roque Aubia,ERC - GIR - AM,ERC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rellinars,Cataluña,15348.85,,,796.14,,1153.21,16144.99,Dedicación Parcial
José María Osuna López,ADRIPOLLET - CAV - CUP - PA,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Ripollet,Cataluña,44986.41,,,0,,3213.32,44986.41,Dedicación Exclusiva
Carles Fernández Pérez,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Roca del Vallès,Cataluña,43097.18,,,0,,3078.37,43097.18,Dedicación Exclusiva
Albert Serra Vergara,IPR,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Roda de Ter,Cataluña,32636.25,,,0,,2331.16,32636.25,Dedicación Parcial
Ana María Martínez Martínez,PSC - CP,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rubí,Cataluña,54999.98,,,0,,3928.57,54999.98,Dedicación Exclusiva
Maties Serracant Camps,CpSBD - CAV - PA,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de SABADELL,Cataluña,56522.46,,,0,,4037.32,56522.46,Dedicación Exclusiva
Silvia Triola Costa,AES,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sagàs,Cataluña,10908,,,0,,779.14,10908,Dedicación Parcial
Moisés Masanas López,TsP - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Saldes,Cataluña,0,,,598.7,,42.76,598.7,Sin dedicación
David Saldoni de Tena,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sallent,Cataluña,0,,,11202.07,,800.15,11202.07,Sin dedicación
Joan Callau Bartolí,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de SANT ADRIÀ DE BESÒS,Cataluña,50000,,,0,,3571.43,50000,Dedicación Exclusiva
Josep Pujol Boladeras,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Agustí de Lluçanès,Cataluña,7754.64,,,0,,553.9,7754.64,Dedicación Parcial
M. Enric Llorca Ibáñez,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de SANT ANDREU DE LA BARCA,Cataluña,0,,,36280,,2591.43,36280,Sin dedicación
Joan Mora Buch,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Andreu de Llavaneres,Cataluña,0,,,26400,,1885.71,26400,Sin dedicación
Maria Lluisa Berdala Cirera,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Antoni de Vilamajor,Cataluña,35000.04,,,0,,2500,35000.04,Dedicación Exclusiva
Emili Benito Sayol,SBiALB - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Bartomeu del Grau,Cataluña,13260.6,,,0,,947.19,13260.6,Dedicación Parcial
Lluisa Moret Sabido,PSC - CP,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Boi de Llobregat,Cataluña,68481.98,,,0,,4891.57,68481.98,Dedicación Exclusiva
Josep Maria Masramon Falgueras,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Boi de Lluçanès,Cataluña,16800,,,0,,1200,16800,Dedicación Parcial
Sonia Scafa Álvarez,AVSC,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Cebrià de Vallalta,Cataluña,35328.72,,,0,,2523.48,35328.72,Dedicación Exclusiva
Francesc Deulofeu Fontanillas,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Celoni,Cataluña,43199.44,,,0,,3085.67,43199.44,Dedicación Parcial
Isidre Sierra Fuste,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Climent de Llobregat,Cataluña,21999.96,,,0,,1571.43,21999.96,Dedicación Parcial
Montse Albet Noya,SC - PM - CP,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Cugat Sesgarrigues,Cataluña,21763.03,,,0,,1554.5,21763.03,Dedicación Parcial
Enric Carbonell Jorba,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Esteve Sesrovires,Cataluña,43000,,,0,,3071.43,43000,Dedicación Exclusiva
Pere Pladevall Vallcorba,JUNTS per SFC,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Feliu de Codines,Cataluña,23800,,,0,,1700,23800,Dedicación Exclusiva
Joan Ramon Soler Obradors,Amunt - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Feliu Sasserra,Cataluña,13129.32,,,0,,937.81,13129.32,Dedicación Parcial
Maria Montserrat Sanmartí Pratginestós,IUSF,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Fost de Campsentelles,Cataluña,44311.12,,,0,,3165.08,44311.12,Dedicación Exclusiva
Joan Carles Batanés Subirana,GfP,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Fruitós de Bages,Cataluña,42631.23,,,0,,3045.09,42631.23,Dedicación Parcial
Hipòlit Serra Rodríguez,SV - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Hipòlit de Voltregà,Cataluña,0,,,8050,,575,8050,Sin dedicación
Eduard Turon Mainat,SxSI - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Iscle de Vallalta,Cataluña,17505.72,,,0,,1250.41,17505.72,Dedicación Parcial
Gil Ariso Planas,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Joan de Vilatorrada,Cataluña,40000,,,0,,2857.14,40000,Dedicación Parcial
Antoni Poveda Zapata,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Joan Despí,Cataluña,56112,,,0,,4008,56112,Dedicación Exclusiva
Agustí Elias Cunill,CERDANYOLA - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Julià de Cerdanyola,Cataluña,6261.36,,,0,,447.24,6261.36,Dedicación Parcial
Joan Carles Rodríguez Casadevall,AVV - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Julià de Vilatorta,Cataluña,17999.94,,,0,,1285.71,17999.94,Dedicación Parcial
Josep Perpinya Palau,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Just Desvern,Cataluña,50553.61,,,0,,3610.97,50553.61,Dedicación Exclusiva
Ricard Torralba Llauradó,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Llorenç Savall,Cataluña,28266,,,0,,2019,28266,Dedicación Parcial
Ramón Erra Soler,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Martí d'Albars,Cataluña,13937.88,,,0,,995.56,13937.88,Dedicación Parcial
Josep Antoni Grau Aregall,ISM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Martí de Centelles,Cataluña,17644.44,,,0,,1260.32,17644.44,Dedicación Exclusiva
David Alquézar Claramunt,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Martí de Tous,Cataluña,0,,,18000,,1285.71,18000,Sin dedicación
José Olivella Almirall,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Martí Sarroca,Cataluña,22335.76,,,0,,1595.41,22335.76,Dedicación Exclusiva
Joan Ulle Castellà,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Mateu de Bages,Cataluña,0,,,6475,,462.5,6475,Sin dedicación
Abigail Garrido Tinta,PSC - CP,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Pere de Ribes,Cataluña,46505.62,,,0,,3321.83,46505.62,Dedicación Exclusiva
Rosa María Esteve Nadal,ERC - AM,ERC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Pere de Riudebitlles,Cataluña,10376.08,,,0,,741.15,10376.08,Dedicación Parcial
Jordi Fàbrega Colomer,EPS - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Pere de Torelló,Cataluña,8180,,,8180,,1168.57,16360,Dedicación Parcial
Pamela Isus Sauri,ERC - AM,ERC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Pere de Vilamajor,Cataluña,31764,,,0,,2268.86,31764,Dedicación Exclusiva
Montserrat Noguera Cantacorps,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Pere Sallavinera,Cataluña,9474,,,0,,676.71,9474,Dedicación Parcial
Montserrat Garrido Romera,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Pol de Mar,Cataluña,40586.81,,,0,,2899.06,40586.81,Dedicación Exclusiva
Elisabeth Oliveras Jorba,Junts - ERC - AM,ERC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Quirze del Vallès,Cataluña,42927.38,,,0,,3066.24,42927.38,Dedicación Parcial
Anna Guixa Fisas,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Quirze Safaja,Cataluña,18000,,,1,,1285.79,18001,Dedicación Parcial
Enric Riera Santaeulària,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Sadurní d'Osormort,Cataluña,14318.28,,,0,,1022.73,14318.28,Dedicación Parcial
Albert Miralda Sellares,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Salvador de Guardiola,Cataluña,34100.92,,,0,,2435.78,34100.92,Dedicación Exclusiva
Joan Torres Pérez,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Vicenç de Castellet,Cataluña,30299.92,,,0,,2164.28,30299.92,Dedicación Parcial
Javier Sandoval Carrillo,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Vicenç de Montalt,Cataluña,30257.11,,,0,,2161.22,30257.11,Dedicación Parcial
Eric Sibina Marquez,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sant Vicenç de Torelló,Cataluña,28500,,,0,,2035.71,28500,Dedicación Exclusiva
María Teresa Aymerich Bolta,JUNTSxSVH - ERC - AM,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sant Vicenç dels Horts,Cataluña,13583.33,,,3700,,1234.52,17283.33,Dedicación Parcial
Joan Senmartí Escarra,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Cecília de Voltregà,Cataluña,16747.08,,,0,,1196.22,16747.08,Dedicación Parcial
Gerard Segú López,P - E,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Coloma de Cervelló,Cataluña,36050,,,0,,2575,36050,Dedicación Exclusiva
Anna Franquesa Roca,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santa Eugènia de Berga,Cataluña,19500.04,,,0,,1392.86,19500.04,Dedicación Parcial
Ángel Torres Sancho,IpR - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Eulàlia de Riuprimer,Cataluña,24000,,,0,,1714.29,24000,Dedicación Exclusiva
Francesc Bonet Nieto,POBLE UNIT,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Eulàlia de Ronçana,Cataluña,45000,,,0,,3214.29,45000,Dedicación Exclusiva
Teodoro Romero Hernández,PSC - CP,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Margarida de Montbui,Cataluña,15335.48,,,27122,,3032.68,42457.48,Dedicación Parcial
Immaculada Ferret Raventos,PSC - CP,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santa Margarida i els Monjos,Cataluña,38163.3,,,0,,2725.95,38163.3,Dedicación Parcial
Camilo Adam Vilarrasa,IpB,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Maria de Besora,Cataluña,18000,,,0,,1285.71,18000,Dedicación Parcial
Julián Trapero Frías,ICV - EUiA - E,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Maria de Martorelles,Cataluña,0,,,900,,64.29,900,Sin dedicación
Josep Costa Garet,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Maria de Merlès,Cataluña,9392.04,,,0,,670.86,9392.04,Dedicación Parcial
Jordi Xena Ibáñez,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Maria de Palautordera,Cataluña,45000,,,0,,3214.29,45000,Dedicación Exclusiva
Enric Güell Sabata,OLÓ SOM TOTS - ERC - AM,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Maria d'Oló,Cataluña,2334.1,,,2251,,327.51,4585.1,Dedicación Exclusiva
Isabel García Ripoll,ICV - E,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santa Perpètua de Mogoda,Cataluña,49724.64,,,0,,3551.76,49724.64,Dedicación Exclusiva
Joan Campolier Montsant,A i S,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Santa Susanna,Cataluña,32643.24,,,0,,2331.66,32643.24,Dedicación Exclusiva
Xavier Codina Casas,ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Santpedor,Cataluña,39566.94,,,0,,2826.21,39566.94,Dedicación Exclusiva
Miquel Forns Fuste,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Sitges,Cataluña,0,,,19567.81,,1397.7,19567.81,Sin dedicación
Albert Güell Vallbona,IpS,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Sobremunt,Cataluña,5694.28,,,0,,406.73,5694.28,Dedicación Parcial
Janna Locher Casas,CiU,PdeCAT y otras listas derivadas de CDC,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Sora,Cataluña,9299.07,,,0,,664.22,9299.07,Dedicación Parcial
Pere Pons Vendrell,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Subirats,Cataluña,30000.04,,,0,,2142.86,30000.04,Dedicación Parcial
Josep Mª Canudas Costa,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Súria,Cataluña,42172.62,,,0,,3012.33,42172.62,Dedicación Exclusiva
Luis Ignacio Martínez Murciano,AT,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Tagamanent,Cataluña,9299.04,,,0,,664.22,9299.04,Dedicación Parcial
Josep Tarín Canales,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Talamanca,Cataluña,9299.04,,,0,,664.22,9299.04,Dedicación Parcial
Lluis Verdaguer Vivet,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Taradell,Cataluña,42594.44,,,0,,3042.46,42594.44,Dedicación Exclusiva
Carles Banús Puigvila,CiU,PdeCAT y otras listas derivadas de CDC,Hombre,Alcalde,Alcalde,Ayuntamiento de Tavèrnoles,Cataluña,12398.76,,,0,,885.63,12398.76,Dedicación Parcial
Andreu Bosch Rodoreda,CaT - ERC - AM,ERC,Hombre,Alcalde,Alcalde,Ayuntamiento de Teià,Cataluña,16043.84,,,913.76,,1211.26,16957.6,Dedicación Parcial
